job_id,job_title,job_category,experience_level,skills_core,skills_common,skills_optional,soft_skills
incident_response_manager,Incident Response Manager,It Security,Mid,incident response lifecycle management|security incident triage and escalation|siem and edr tool proficiency|nist sp 800-61 framework application,malware analysis awareness|soar playbook development|vulnerability correlation and remediation tracking|cloud security incident handling|cross-departmental coordination|security awareness training facilitation|post-incident reporting documentation,threat intelligence platform integration|scripting for automation|red team exercise participation|network traffic analysis,crisis communication|analytical problem solving|team collaboration|time management under pressure
senior_incident_response_manager,Senior Incident Response Manager,It Security,Senior,incident response lifecycle management|security incident triage and escalation|siem and edr tool proficiency|nist sp 800-61 framework application|strategic ir program architecture,cross-functional crisis coordination|ir playbook optimization and automation|cloud security incident response architecture|threat intelligence strategy integration|vendor and third-party risk management|post-incident root cause analysis and remediation|regulatory compliance alignment|security metrics and kpi dashboarding,purple team program leadership|budget forecasting and resource allocation|advanced forensic toolchain design|legal liaison and e-discovery coordination|ai integration in threat detection,executive presence and communication|strategic decision making|conflict resolution|mentorship and talent development|change management leadership
senior_chief_information_security_officer,Senior Chief Information Security Officer,It Security,Senior,enterprise security governance|strategic risk management|cybersecurity regulatory compliance|incident response leadership|security budget management,zero trust architecture implementation|cloud infrastructure security|security operations center oversight|threat intelligence and vulnerability management|business continuity planning|third-party risk assessment|security awareness program development,ai-driven threat detection|devsecops pipeline integration|mergers and acquisitions security due diligence|quantum cryptography readiness,board-level presentation|cross-functional team leadership|crisis decision making|strategic negotiation
cloud_security_architect,Cloud Security Architect,It Security,Mid,cloud identity and access management|network security controls|cloud data encryption|security compliance frameworks,cloud provider security services|vulnerability assessment and remediation|infrastructure as code security|container orchestration security|siem and log analysis|incident response procedures,zero trust fundamentals|security automation scripting|threat intelligence integration,cross functional collaboration|analytical problem solving|technical communication|adaptability
senior_cloud_security_architect,Senior Cloud Security Architect,It Security,Senior,cloud identity and access management|network security controls|cloud data encryption|security compliance frameworks|enterprise security architecture design,multi cloud security posture management|zero trust implementation strategy|advanced threat modeling|security governance and policy development|regulatory audit leadership|cloud architecture security review|cloud native incident orchestration,quantum ready cryptography planning|ai driven security operations integration|security vendor and budget management|advanced secure development lifecycle integration,executive stakeholder communication|strategic leadership and vision|technical mentorship|organizational change management|conflict resolution and negotiation
junior_governance_risk_and_compliance_analyst,Junior Governance Risk and Compliance Analyst,It Security,Junior,foundational risk assessment|compliance framework basics|security control mapping|audit documentation support,grc software navigation|vulnerability tracking|policy compliance monitoring|basic data analysis|regulatory reporting drafts|cross-department coordination|ticketing workflow management,introductory security certifications|basic python scripting|cloud security awareness|threat intelligence basics,attention to detail|active listening|adaptability|written communication
governance_risk_and_compliance_analyst,Governance Risk and Compliance Analyst,It Security,Mid,foundational risk assessment|compliance framework basics|security control mapping|audit documentation support|vendor risk management,advanced risk quantification|third-party assurance audits|automated compliance testing|security metric dashboards|regulatory change management|stakeholder training delivery|gap analysis remediation planning,cloud compliance architecture|advanced data analytics|cybersecurity insurance coordination|penetration test interpretation,conflict resolution|project coordination|persuasive communication|cross-functional leadership
senior_governance_risk_and_compliance_analyst,Senior Governance Risk and Compliance Analyst,It Security,Senior,foundational risk assessment|compliance framework basics|security control mapping|audit documentation support|vendor risk management|enterprise risk strategy,enterprise compliance roadmapping|cross-jurisdictional regulatory alignment|advanced security architecture review|executive board reporting|risk appetite definition|regulatory negotiation|compliance automation strategy,ai driven risk modeling|global data sovereignty design|merger acquisition due diligence|industry standard authorship,strategic influence|crisis management|executive mentoring|organizational change management
junior_identity_and_access_management_analyst,Junior Identity and Access Management Analyst,It Security,Junior,user account lifecycle management|active directory administration|basic access provisioning|single sign-on support,rbac fundamentals|itil ticket management|identity auditing basics|basic cloud iam concepts|security awareness principles|mfa troubleshooting,basic powershell scripting|saml and oauth fundamentals|ldap directory querying,attention to detail|clear communication|teamwork|adaptability
identity_and_access_management_analyst,Identity and Access Management Analyst,It Security,Mid,user account lifecycle management|active directory administration|basic access provisioning|single sign-on support|advanced access review processes,identity governance and administration tools|intermediate scripting and automation|rbac and abac implementation|privileged access management configuration|compliance framework application|api and system integration basics|access analytics,zero trust architecture fundamentals|identity policy as code basics|advanced api troubleshooting,cross-functional collaboration|analytical problem solving|mentoring junior staff|time management
senior_identity_and_access_management_analyst,Senior Identity and Access Management Analyst,It Security,Senior,user account lifecycle management|active directory administration|basic access provisioning|single sign-on support|advanced access review processes|iam architecture and strategy,enterprise identity federation design|infrastructure as code for iam|zero trust identity implementation|regulatory compliance and audit leadership|cross-domain security integration|identity threat detection and response|vendor and partner iam risk assessment,ai-driven identity governance|blockchain-based decentralized identity|executive budget management for security programs,strategic leadership|executive stakeholder management|conflict resolution|organizational change management
digital_forensics_analyst,Digital Forensics Analyst,It Security,Mid,disk imaging and acquisition|file system analysis|memory forensics|chain of custody documentation,autopsy and sleuth kit|commercial forensic suites|network packet analysis|windows registry forensics|python scripting for automation|incident response lifecycle management,mobile device triage|volatility framework|cloud storage forensics|digital evidence management platforms,attention to detail|technical report writing|analytical problem solving|cross-functional collaboration
senior_digital_forensics_analyst,Senior Digital Forensics Analyst,It Security,Senior,disk imaging and acquisition|file system analysis|memory forensics|chain of custody documentation|expert witness testimony preparation,enterprise e-discovery workflows|advanced malware reverse engineering|cloud environment forensics|custom forensic tool development|threat hunting program integration|incident response team leadership,iot and operational technology forensics|ai-driven evidence correlation|cryptocurrency and blockchain tracing|digital forensics lab architecture,executive stakeholder management|strategic crisis planning|team mentoring and coaching|high-pressure decision making
junior_threat_intelligence_analyst,Junior Threat Intelligence Analyst,It Security,Junior,threat intelligence lifecycle basics|ioc identification and tracking|basic network traffic analysis|operating system fundamentals,osint gathering techniques|mitre att&ck framework familiarity|siem querying basics|incident response support|technical report drafting|data visualization|basic scripting,basic malware sandboxing|threat feed curation basics|cyber threat intelligence certification|introductory python scripting,attention to detail|analytical thinking|effective written communication|adaptability
threat_intelligence_analyst,Threat Intelligence Analyst,It Security,Mid,threat intelligence lifecycle basics|ioc identification and tracking|basic network traffic analysis|operating system fundamentals|threat actor profiling and attribution,advanced osint methodologies|mitre att&ck framework application|proactive threat hunting|siem correlation tuning|automated threat data ingestion|dark web intelligence monitoring|adversary ttp analysis|threat briefings,malware reverse engineering basics|threat intelligence automation via api|custom yara rule development|threat hunting tool customization,collaborative problem solving|presentation skills|time management|stakeholder engagement
senior_threat_intelligence_analyst,Senior Threat Intelligence Analyst,It Security,Senior,threat intelligence lifecycle basics|ioc identification and tracking|basic network traffic analysis|operating system fundamentals|threat actor profiling and attribution|strategic intelligence planning,strategic threat forecasting|enterprise threat modeling|intelligence requirement development|executive risk communication|security architecture advisory|threat intel program management|cross-functional incident orchestration,threat intelligence program design|machine learning for anomaly detection|open-source threat intel platform contribution|red and blue team integration strategy,strategic leadership|mentorship and team development|executive communication|critical decision making
junior_security_consultant,Junior Security Consultant,It Security,Junior,network security fundamentals|vulnerability assessment basics|security monitoring|incident response basics,tcp/ip networking|linux system administration|basic scripting|risk assessment fundamentals|compliance framework familiarity|technical report writing,cloud security basics|web application security testing|security certification|firewall configuration,active listening|adaptability|problem-solving|attention to detail
security_consultant,Security Consultant,It Security,Mid,network security fundamentals|vulnerability assessment basics|security monitoring|incident response basics|penetration testing methodologies,secure software development lifecycle|identity and access management|siem configuration and tuning|threat hunting techniques|risk management methodologies|client presentation skills|python scripting for security automation,container security|malware analysis basics|digital forensics fundamentals|zero trust architecture principles|threat intelligence platforms,client relationship management|cross-functional collaboration|time management|conflict resolution
senior_security_consultant,Senior Security Consultant,It Security,Senior,network security fundamentals|vulnerability assessment basics|security monitoring|incident response basics|penetration testing methodologies|enterprise security architecture,security program development|regulatory compliance auditing|cloud security architecture|crisis management|security budgeting and roi|advanced threat modeling|executive reporting,business continuity planning|cryptography implementation design|secure supply chain management|ai in security operations|international security standards leadership,strategic leadership|negotiation|stakeholder management|executive communication
junior_network_security_engineer,Junior Network Security Engineer,It Security,Junior,network fundamentals|firewall configuration|tcp/ip protocols|vulnerability scanning,linux administration|packet analysis|incident response support|siem log monitoring|vpn technologies|security compliance basics|technical documentation,wireshark proficiency|basic python scripting|itil foundation,attention to detail|willingness to learn|time management|clear communication
network_security_engineer,Network Security Engineer,It Security,Mid,network fundamentals|firewall configuration|tcp/ip protocols|vulnerability scanning|ids/ips management,linux system hardening|advanced packet analysis|incident response coordination|siem rule tuning|cloud security fundamentals|threat hunting|network segmentation|risk assessment methodologies,kubernetes security|threat intelligence platforms|infrastructure as code|advanced regex parsing,analytical problem solving|collaborative teamwork|adaptability|stakeholder communication
senior_network_security_engineer,Senior Network Security Engineer,It Security,Senior,network fundamentals|firewall configuration|tcp/ip protocols|vulnerability scanning|ids/ips management|security architecture design,enterprise security architecture|zero trust implementation|incident command leadership|security program development|regulatory compliance management|budget and vendor oversight|mentorship|strategic threat modeling,cissp certification|security operations center leadership|business continuity planning,strategic leadership|executive presence|crisis management|mentoring capability|negotiation
junior_application_security_engineer,Junior Application Security Engineer,It Security,Junior,secure coding fundamentals|vulnerability scanning|owasp top ten|basic threat modeling,code review techniques|security testing tools|ci/cd pipeline security|networking fundamentals|scripting basics|version control workflows,container security basics|regulatory compliance frameworks|bug bounty participation|basic cryptography,effective communication|eagerness to learn|attention to detail|team collaboration
application_security_engineer,Application Security Engineer,It Security,Mid,secure coding fundamentals|vulnerability scanning|owasp top ten|basic threat modeling|static and dynamic application security testing,infrastructure as code security|api security testing|penetration testing methodologies|cloud security fundamentals|incident response support|security awareness delivery|automation and orchestration,fuzzing techniques|mobile application security|compliance auditing|web application firewall tuning|secure software development lifecycle integration,cross-functional collaboration|analytical problem solving|stakeholder management|junior staff mentorship
senior_application_security_engineer,Senior Application Security Engineer,It Security,Senior,secure coding fundamentals|vulnerability scanning|owasp top ten|basic threat modeling|static and dynamic application security testing|secure system architecture design,zero trust architecture|advanced threat modeling|security program development|devsecops strategy|risk assessment and management|security toolchain optimization|executive reporting and metrics,formal security certifications|reverse engineering|ai and llm security governance|cryptographic implementation|supply chain security,strategic leadership|executive presentation|organizational change management|conflict resolution
data_privacy_officer,Data Privacy Officer,It Security,Mid,data protection regulation compliance|privacy impact assessments|data subject access request management|privacy policy drafting,cross-functional collaboration|vendor risk assessment|data mapping and inventory|incident response coordination|security control implementation|audit preparation and support|data lifecycle management,cipp certification|privacy engineering tools|basic scripting for data audits|cloud privacy configurations,analytical thinking|attention to detail|effective communication|problem-solving
senior_data_privacy_officer,Senior Data Privacy Officer,It Security,Senior,data protection regulation compliance|privacy impact assessments|data subject access request management|privacy policy drafting|enterprise privacy program architecture,cross-functional collaboration|vendor risk assessment|data mapping and inventory|incident response coordination|security control implementation|audit preparation and support|data lifecycle management|executive reporting and roadmap planning,cipt certification|advanced privacy-preserving cryptography|ai governance and compliance|global cross-border data transfer frameworks,strategic leadership|executive stakeholder management|crisis management|change management
junior_vulnerability_management_analyst,Junior Vulnerability Management Analyst,It Security,Junior,vulnerability scanning|cvss scoring|patch management|basic network security,ticketing system administration|report generation|basic scripting|nvd database navigation|asset inventory tracking|compliance framework awareness,threat intelligence feeds|container security basics|nist csf familiarity,written communication|attention to detail|team collaboration|adaptability
vulnerability_management_analyst,Vulnerability Management Analyst,It Security,Mid,vulnerability scanning|cvss scoring|patch management|basic network security|risk remediation planning,jira administration|advanced reporting|python scripting|threat intelligence integration|cloud vulnerability assessment|vulnerability triage workflows|configuration management,penetration testing coordination|secure sdl integration|zero trust principles,stakeholder communication|cross-functional collaboration|critical thinking|mentorship|time management
senior_vulnerability_management_analyst,Senior Vulnerability Management Analyst,It Security,Senior,vulnerability scanning|cvss scoring|patch management|basic network security|risk remediation planning|enterprise security architecture,security orchestration and automation|strategic risk modeling|executive reporting|cloud security posture management|compliance auditing|incident response integration|policy development,threat hunting|ai-driven security analytics|budget forecasting for security tools|industry conference speaking,strategic leadership|executive presence|conflict resolution|decision making under pressure|cross-departmental influence
junior_it_consultant,Junior IT Consultant,It Service And It Consulting,Junior,troubleshooting|technical documentation|basic networking concepts|basic scripting,customer service fundamentals|microsoft office suite|ticketing systems|cloud fundamentals|system configuration|software installation|endpoint management,itil foundation|cybersecurity basics|basic sql|basic python,active listening|time management|adaptability|attention to detail
it_consultant,IT Consultant,It Service And It Consulting,Mid,troubleshooting|technical documentation|basic networking concepts|basic scripting|requirement gathering,project coordination|agile methodology|cloud administration|data analysis|business process mapping|client relationship management|incident management|system integration,itil intermediate|devops basics|basic power bi|risk assessment,problem solving|cross-functional collaboration|client communication|conflict resolution
senior_it_consultant,Senior IT Consultant,It Service And It Consulting,Senior,troubleshooting|technical documentation|basic networking concepts|basic scripting|requirement gathering|enterprise architecture design,project management|stakeholder management|budget and cost control|advanced cloud solutions|cybersecurity strategy|change management|vendor negotiation|performance optimization,it governance frameworks|digital transformation strategy|ai automation consulting|data privacy compliance,executive presence|strategic thinking|mentoring and coaching|negotiation skills|crisis management
junior_business_analyst,Junior Business Analyst,It Service And It Consulting,Junior,requirements elicitation|user story writing|process mapping|agile methodology fundamentals,jira navigation|confluence documentation|microsoft excel|sql basics|traceability matrix creation|wireframing,python scripting|tableau basics|ecba certification,active listening|adaptability|team collaboration|time management
business_analyst,Business Analyst,It Service And It Consulting,Mid,requirements elicitation|user story writing|process mapping|agile methodology fundamentals|gap analysis,jira configuration|confluence space management|advanced excel macros|intermediate sql queries|sprint facilitation|process optimization|client status reporting|vendor tool evaluation,power bi|aws cloud practitioner|lean six sigma yellow belt|servicenow administration,client relationship building|cross-functional negotiation|conflict resolution|mentoring
senior_business_analyst,Senior Business Analyst,It Service And It Consulting,Senior,requirements elicitation|user story writing|process mapping|agile methodology fundamentals|gap analysis|enterprise architecture alignment,jira enterprise administration|data modeling|itil framework|multi-vendor coordination|cloud migration strategy|kpi dashboard design|budget governance|solution roadmap planning,enterprise portfolio management|saas platform integration|machine learning fundamentals|strategic consulting pitching|advanced power bi,executive presence|stakeholder influence|change leadership|complex problem solving|cross-cultural communication
solution_architect,Solution Architect,It Service And It Consulting,Mid,requirements analysis|system architecture design|cloud platform fundamentals|api integration|technical documentation,agile project management|devops practices|cybersecurity fundamentals|database design|stakeholder mapping|cost estimation,infrastructure as code|container orchestration|itil service management|automated testing workflows,cross-functional collaboration|problem-solving|active listening|adaptability
senior_solution_architect,Senior Solution Architect,It Service And It Consulting,Senior,requirements analysis|system architecture design|cloud platform fundamentals|api integration|technical documentation|enterprise architecture strategy,cloud cost optimization|microservices architecture|security compliance frameworks|solution governance|technical pre-sales|disaster recovery planning|vendor management|business case development,ai/ml solution integration|multi-cloud orchestration|advanced data architecture|regulatory compliance auditing,executive communication|strategic negotiation|team mentorship|change management
junior_cloud_solutions_engineer,Junior Cloud Solutions Engineer,It Service And It Consulting,Junior,cloud platform fundamentals|linux administration|bash scripting|networking concepts,git version control|docker containerization|terraform basics|ci/cd pipeline setup|cloud monitoring tools|agile methodologies|basic troubleshooting,kubernetes fundamentals|powershell scripting|cloud practitioner certification|basic database management,active listening|adaptability|time management|willingness to learn
cloud_solutions_engineer,Cloud Solutions Engineer,It Service And It Consulting,Mid,cloud platform fundamentals|linux administration|bash scripting|networking concepts|infrastructure as code management,advanced terraform usage|container orchestration|multi-environment deployments|cloud security compliance|observability stack implementation|cost management fundamentals,aws solutions architect associate|azure devops expertise|serverless framework design|configuration management with ansible,technical documentation|stakeholder communication|problem solving|cross-functional collaboration
senior_cloud_solutions_engineer,Senior Cloud Solutions Engineer,It Service And It Consulting,Senior,cloud platform fundamentals|linux administration|bash scripting|networking concepts|infrastructure as code management|enterprise architecture design,multi-cloud strategy|disaster recovery planning|advanced security frameworks|performance tuning|automated governance and compliance|vendor relationship management|budget forecasting for cloud spend,cto advisory experience|open source cloud contributions|specialized data engineering pipelines,strategic thinking|mentorship and coaching|executive presentation|crisis management
junior_cybersecurity_consultant,Junior Cybersecurity Consultant,It Service And It Consulting,Junior,vulnerability assessment|network security fundamentals|security compliance basics|siem log analysis,linux system administration|python scripting basics|risk assessment methodologies|ticket triage and escalation|firewall rule analysis,basic forensics tools|security awareness training facilitation|cloud security fundamentals,active listening|adaptability|time management|team collaboration
cybersecurity_consultant,Cybersecurity Consultant,It Service And It Consulting,Mid,vulnerability assessment|network security fundamentals|security compliance basics|siem log analysis|incident response coordination,threat hunting|cloud security administration|compliance auditing frameworks|security automation scripting|client risk reporting|vulnerability management lifecycle|network segmentation design,container security|grc platform administration|threat intelligence analysis|secure code review,stakeholder communication|cross-functional collaboration|presentation skills|problem-solving under pressure
senior_cybersecurity_consultant,Senior Cybersecurity Consultant,It Service And It Consulting,Senior,vulnerability assessment|network security fundamentals|security compliance basics|siem log analysis|incident response coordination|enterprise security architecture,cybersecurity strategy development|security operations design|advanced risk quantification|vendor security management|regulatory compliance oversight|budget and resource planning|third-party risk assessment,zero trust architecture|ai-driven security operations|cyber insurance risk assessment|board-level advisory|merger security due diligence,executive presence|strategic leadership|mentorship and coaching|negotiation and consensus building|crisis decision-making
junior_devops_engineer,Junior DevOps Engineer,It Service And It Consulting,Junior,linux system administration|git version control|shell scripting|ci/cd fundamentals,cloud service basics|networking fundamentals|configuration management tools|monitoring and logging basics|agile development practices,basic python automation|docker container basics|ticketing system navigation,eagerness to learn|active listening|team collaboration
devops_engineer,DevOps Engineer,It Service And It Consulting,Mid,linux system administration|git version control|shell scripting|ci/cd fundamentals|kubernetes administration,advanced cloud services|network troubleshooting|infrastructure as code with terraform|observability platforms implementation|security compliance frameworks|service request management,python for devops|helm chart development|multi-environment deployment|automated testing integration,eagerness to learn|client communication|problem solving|cross-functional collaboration
senior_devops_engineer,Senior DevOps Engineer,It Service And It Consulting,Senior,linux system administration|git version control|shell scripting|ci/cd fundamentals|kubernetes administration|cloud architecture design,enterprise cloud strategy|network automation|iac state management|full-stack observability architecture|devsecops maturity modeling|itil service delivery|disaster recovery planning,edge computing deployment|mlops pipeline architecture|finops implementation|custom toolchain development|legacy system migration,technical leadership|stakeholder negotiation|strategic planning|mentoring and coaching|client relationship management
technical_project_manager,Technical Project Manager,It Service And It Consulting,Mid,agile project management|technical requirement analysis|cross-functional team coordination|project scheduling and resource allocation,risk and issue tracking|jira and confluence administration|stakeholder communication|itil service delivery fundamentals|change management processes|quality assurance coordination,scrum master certification|basic cloud platform knowledge|sql and data querying|api integration concepts,active listening|adaptability|collaborative problem solving|time management
senior_technical_project_manager,Senior Technical Project Manager,It Service And It Consulting,Senior,agile project management|technical requirement analysis|cross-functional team coordination|project scheduling and resource allocation|enterprise program oversight,executive stakeholder management|it service financial modeling|vendor contract negotiation|cloud architecture governance|cybersecurity compliance integration|multi-project portfolio optimization|strategic roadmap planning,pmp or safe framework proficiency|ai and machine learning implementation|microservices architecture design|it service management automation|digital transformation strategy,strategic leadership|executive presence|conflict resolution and negotiation|mentoring and team development|change advocacy
data_architect,Data Architect,It Service And It Consulting,Mid,data modeling|sql|cloud data platforms|etl/elt design|relational database management,data warehousing|dimensional modeling|data governance frameworks|data quality management|apache spark|git|python scripting,real-time data streaming|data virtualization|graph databases|machine learning pipelines,client communication|cross-functional collaboration|analytical problem solving|adaptability|technical documentation
senior_data_architect,Senior Data Architect,It Service And It Consulting,Senior,data modeling|sql|cloud data platforms|etl/elt design|enterprise data architecture,data strategy development|data security and compliance|multi-cloud architecture|data lifecycle management|data mesh concepts|cloud cost optimization|vendor management|agile delivery methodologies,data privacy regulations|lakehouse architecture|advanced data observability|ai-driven data cataloging,strategic leadership|executive stakeholder management|mentoring and coaching|consultative communication|decision making under uncertainty
junior_quality_assurance_analyst,Junior Quality Assurance Analyst,It Service And It Consulting,Junior,software testing fundamentals|manual testing execution|bug tracking and reporting|basic sql querying,test case design|api testing basics|agile and scrum methodology|version control usage|ci/cd fundamentals|requirements analysis,postman usage|git basics|basic python scripting,attention to detail|clear written communication|team collaboration
quality_assurance_analyst,Quality Assurance Analyst,It Service And It Consulting,Mid,software testing fundamentals|manual testing execution|bug tracking and reporting|basic sql querying|automated test scripting,test framework development|advanced api testing|test data management|web automation frameworks|performance testing basics|release cycle coordination|defect lifecycle optimization,docker and containerization|jenkins pipeline configuration|bdd with cucumber|mobile automation basics,analytical problem solving|client communication|adaptability|cross-functional coordination
senior_quality_assurance_analyst,Senior Quality Assurance Analyst,It Service And It Consulting,Senior,software testing fundamentals|manual testing execution|bug tracking and reporting|basic sql querying|automated test scripting|qa architecture design,test automation strategy|performance and load engineering|security testing integration|devops qa pipelines|qa metrics and kpi reporting|enterprise toolchain evaluation|risk-based testing|stakeholder alignment,ai assisted testing tools|chaos engineering|testops implementation|advanced service virtualization,team leadership and mentoring|strategic planning|negotiation and conflict resolution|business value translation
junior_service_desk_analyst,Junior Service Desk Analyst,It Service And It Consulting,Junior,ticketing system proficiency|basic troubleshooting|active directory basics|itil foundations|windows os support,basic networking concepts|microsoft 365 support|sla compliance awareness|knowledge base documentation|hardware configuration|remote desktop assistance,powershell scripting basics|macos troubleshooting|cloud service familiarity|voip support experience,verbal and written communication|problem solving|customer service orientation|time management
junior_erp_implementation_consultant,Junior ERP Implementation Consultant,It Service And It Consulting,Junior,requirement gathering|data mapping|basic erp configuration|test execution,business process documentation|sql fundamentals|microsoft excel proficiency|change request logging|user acceptance testing support|ticket tracking systems,agile fundamentals|python scripting basics|crm platform awareness,active listening|time management|team collaboration|attention to detail
erp_implementation_consultant,ERP Implementation Consultant,It Service And It Consulting,Mid,requirement gathering|data mapping|basic erp configuration|test execution|gap analysis,business process documentation|sql fundamentals|microsoft excel proficiency|change request logging|user acceptance testing support|ticket tracking systems|project coordination|data migration execution,api integration concepts|middleware administration|agile sprint planning|financial module specialization,stakeholder communication|problem solving|client relationship management|presentation delivery|conflict resolution
senior_erp_implementation_consultant,Senior ERP Implementation Consultant,It Service And It Consulting,Senior,requirement gathering|data mapping|basic erp configuration|test execution|gap analysis|enterprise architecture design,business process reengineering|advanced sql optimization|erp project governance|data architecture planning|system performance tuning|compliance auditing|vendor contract management,erp security governance|cloud erp architecture|ai automation integration|industry regulatory compliance|executive dashboard strategy,executive presence|strategic negotiation|team mentorship|crisis management|cross-functional leadership
junior_infrastructure_engineer,Junior Infrastructure Engineer,It Service And It Consulting,Junior,operating system administration|tcp/ip networking|basic shell scripting|virtualization fundamentals,ticketing system management|monitoring and logging tools|itil service delivery basics|backup and recovery procedures|technical documentation standards|basic cloud platform awareness,version control with git|container fundamentals|entry level industry certifications,problem solving|clear verbal and written communication|collaborative teamwork|time management
infrastructure_engineer,Infrastructure Engineer,It Service And It Consulting,Mid,operating system administration|tcp/ip networking|basic shell scripting|virtualization fundamentals|cloud infrastructure provisioning,infrastructure as code|advanced cloud management|identity and access management|load balancing and dns|network security implementation|database administration basics|client requirement analysis,container orchestration|advanced networking configurations|it cost optimization|agile delivery methodologies,stakeholder communication|cross functional collaboration|incident management|analytical thinking
senior_infrastructure_engineer,Senior Infrastructure Engineer,It Service And It Consulting,Senior,operating system administration|tcp/ip networking|basic shell scripting|virtualization fundamentals|cloud infrastructure provisioning|enterprise infrastructure architecture,high availability design|disaster recovery planning|advanced automation pipelines|security compliance governance|vendor and contract management|performance tuning and optimization|technical project leadership,multi cloud strategy|aiops implementation|regulatory compliance frameworks|executive stakeholder negotiation,strategic leadership|technical mentoring|conflict resolution|client relationship management
change_management_consultant,Change Management Consultant,It Service And It Consulting,Mid,change management frameworks|stakeholder mapping|change impact assessment|adoption measurement,it service management fundamentals|agile and waterfall project coordination|training curriculum development|workshop facilitation|business process mapping|risk identification and mitigation,prosci certification|itil v4 foundation|cloud migration basics|data visualization tools,active listening|cross-functional collaboration|adaptability|conflict resolution
senior_change_management_consultant,Senior Change Management Consultant,It Service And It Consulting,Senior,change management frameworks|stakeholder mapping|change impact assessment|adoption measurement|enterprise change strategy,it service lifecycle optimization|portfolio change governance|executive stakeholder alignment|organizational design and culture shift|vendor and contract management|budget and roi forecasting|advanced analytics and reporting,lean six sigma certification|it architecture design principles|digital transformation strategy|merger and acquisition integration experience|advanced change management certification,executive presence and influence|strategic thinking|coaching and mentoring|negotiation and persuasion
delivery_manager,Delivery Manager,It Service And It Consulting,Mid,agile methodology|stakeholder management|project delivery lifecycle|risk management,sprint planning|resource allocation|budget tracking|sla monitoring|client communication|jira administration|itil foundation concepts|ms project,cloud infrastructure basics|basic python scripting|process automation tools|data analytics fundamentals|vendor management,problem solving|active listening|conflict resolution|adaptability
senior_delivery_manager,Senior Delivery Manager,It Service And It Consulting,Senior,agile methodology|stakeholder management|project delivery lifecycle|risk management|strategic portfolio management|enterprise solution architecture,contract negotiation|financial forecasting|multi-vendor coordination|organizational change management|executive reporting|itil expert practices|cloud cost optimization|service transformation,devops pipeline design|ai integration strategy|cybersecurity compliance frameworks|global delivery center operations|merger integration planning,strategic thinking|executive presence|mentoring and coaching|negotiation|crisis leadership
junior_networking_engineer,Junior Networking Engineer,It Service And It Consulting,Junior,tcp/ip fundamentals|basic routing and switching|network troubleshooting|command line interface,vlan configuration|ip subnetting|dhcp and dns administration|basic firewall concepts|wireless networking fundamentals|network documentation,python scripting basics|wireshark packet analysis|basic cloud networking|itil foundation,clear communication|problem solving|eagerness to learn|attention to detail
networking_engineer,Networking Engineer,It Service And It Consulting,Mid,tcp/ip fundamentals|basic routing and switching|network troubleshooting|command line interface|dynamic routing protocols,ospf and bgp configuration|network security fundamentals|network monitoring and alerting|virtualization concepts|basic automation tools|vpn configuration|load balancing basics,terraform infrastructure as code|ansible network automation|advanced packet analysis|software defined networking concepts,client relationship management|project coordination|cross functional collaboration|adaptability
senior_networking_engineer,Senior Networking Engineer,It Service And It Consulting,Senior,tcp/ip fundamentals|basic routing and switching|network troubleshooting|command line interface|dynamic routing protocols|network architecture design,enterprise network design|network security strategy|high availability and disaster recovery|cloud networking integration|capacity planning|vendor management,sdn architecture|aiops integration|zero trust security implementation|multi tenant network design,technical leadership|strategic planning|stakeholder management|mentoring and coaching|executive presentation
junior_data_scientist,Junior Data Scientist,Machine Learning And Data,Junior,python|statistics|sql|data visualization,exploratory data analysis|pandas|numpy|scikit-learn|git|data cleaning|ab testing,r|jupyter|docker basics,analytical thinking|clear communication|teamwork
data_scientist,Data Scientist,Machine Learning And Data,Mid,python|statistics|sql|data visualization|machine learning algorithms,deep learning frameworks|cloud platforms|model deployment|apache spark|data pipeline development|hyperparameter tuning|experiment tracking,mlops basics|graph databases|nlp fundamentals|time series analysis,project management|stakeholder communication|mentorship|cross-functional collaboration
senior_data_scientist,Senior Data Scientist,Machine Learning And Data,Senior,python|statistics|sql|data visualization|machine learning algorithms|ml system architecture,distributed computing|advanced statistical modeling|ml pipeline orchestration|cost optimization|data governance|production monitoring|algorithm optimization,reinforcement learning|federated learning|open source contribution|technical publications,strategic leadership|technical vision|executive communication|team mentoring
junior_machine_learning_engineer,Junior Machine Learning Engineer,Machine Learning And Data,Junior,python|sql|data structures and algorithms|machine learning fundamentals|git,pandas|numpy|scikit-learn|data preprocessing|exploratory data analysis|basic statistics|linux command line,cloud storage basics|docker fundamentals|rest api basics|jupyter lab,active listening|adaptability|time management|team collaboration
machine_learning_engineer,Machine Learning Engineer,Machine Learning And Data,Mid,python|sql|data structures and algorithms|machine learning fundamentals|git|model training and evaluation,pytorch|feature engineering|model deployment|sql optimization|data orchestration|experiment tracking,mlops fundamentals|kubernetes|aws sagemaker|ab testing,cross-functional communication|analytical problem solving|technical documentation|mentorship
senior_machine_learning_engineer,Senior Machine Learning Engineer,Machine Learning And Data,Senior,python|sql|data structures and algorithms|machine learning fundamentals|git|model training and evaluation,ml system architecture|distributed computing|advanced mlops pipelines|model performance tuning|data governance|technical roadmap planning|engineering leadership,large language models|edge ai deployment|open source contribution,executive communication|strategic planning|conflict resolution|cross-team mentorship
